Title,Score
Alaska’s Oil Exports Double Amid Strong Chinese Demand,0.45454545454545453
Oil Major Chevron Slashes Spending Plans Following COVID Crisis,0
Lithuanians Urged To Stockpile Food Amid Reports Of Nuclear Power Incident,-0.1111111111111111
Saudi Oil Exports To U.S. Slump To 35-Year Low,-0.5
Venezuela’s Gasoline Shortage Is Worsening,-0.7647058823529411
Venezuela’s Oil Exports Double in November As Mysterious New Buyers Emerge,0
U.S. Coal Output Capacity Has Plunged 28% Since 2009 Peak,-0.28
Construction Of Line 3 Oil Pipeline Begins In Minnesota,-0.5
Libya Moves Closer To Resolving Quarrel Over Oil Revenues,0.42857142857142855
"Mexico Leaves OPEC Behind, Pockets Billions From Oil Hedge",-1
Oil Price Rally Reverses As Inventories Balloon,-0.07692307692307693
"Turkey Halts Mediterranean Oil, Gas Survey On EU Sanctions Threat",-0.6
U.S. Briefly Became Net Petroleum Importer This Year,-0.28
New Study Links Texas Oil Refineries To Elevated Cancer Risk,1
Tesla To Join S&P 500 With Full Market Cap On December 21,0.8181818181818182
U.S. Senate Approves Trump’s FERC Nominees,0
OPEC+ Forced To Reschedule Meeting As Disagreements Persist,-0.25
The World’s First Trial Of Green Hydrogen Heating,-0.5
Britain Bets Big On Battery Storage,0.7142857142857143
Gold Set For Its Worst Month In 4 Years,0.14285714285714285
Goldman Sachs Sees Oil Hit $65 In 2021,0.09090909090909091
Saudi Arabia Expected To Increase Oil Prices To Asia,0
U.S. To Blacklist Chinese Oil Giant Due To Military Ties,-0.5555555555555556
Islamic State Claims Attack On Iraqi Refinery,-0.6470588235294118
Saudi Arabia Bombs Houthi Rebels In Response To Aramco Attack,-0.5714285714285714
Volkswagen Readies Compact EV For 2023,0.5
OPEC’s Impromptu Weekend Meeting Delayed,-0.3333333333333333
The World’s Most Controversial Pipeline Hits Another Hurdle,-0.1111111111111111
Shipping Giants Clash With The EU Over Emissions Plans,0.058823529411764705
U.S. Regulators Launch An Investigation Into Tesla Safety Issues,-0.7142857142857143
Pemex Prepares For 2021 Oil Pirce Hedge,-0.4
Venezuela Resumes Direct Oil Shipments To China,-0.2
UK Energy Giants Back Carbon Trading Over Carbon Tax,0.25
Total And Exxon Renegotiate A Major Gas Sharing Deal,-0.2727272727272727
Another Oil Major Is Betting Big On Renewables,0.4
Viral Video Of Water On Fire Reveals A Natural Gas Leak In China,-0.42857142857142855
Enbridge Sues To Stop Michigan From Shutting Down Pipeline,-0.3333333333333333
Coal Miners Are Turning Their Backs On Trump,-0.47368421052631576
Tourism Industry Set To Recover Sooner Than Expected,-0.02702702702702703
Bitcoin Miners Are Starving Entire Cities Of Electricity,-0.07142857142857142
Rig Count Rise Fails To Slow The Oil Price Rally,0.6363636363636364
Israel Prepares For A Potential U.S. Military Strike On Iran,-0.2727272727272727
Oil Tanker Hit By Mine Explosion Near Saudi Arabia,-0.5714285714285714
The OPEC Producer Looking To Sell A Stake In Its Oil Company,-0.8947368421052632
Saudi Arabia Urges The UN To Intervene As Houthi Attacks Persist,-0.7777777777777778
Russia Extends Its Lead As China’s Top Oil Supplier,0.14285714285714285
Oil Price Rally Stalls On Large Crude Build,0.4166666666666667
Colorado Approves Stricter Rules For Oil & Gas Drilling,1
"Bitcoin Soars Above $19,000 As Gold Sinks",0.28
European Utility Giant To Invest $190 Billion In Renewable Infrastructure,0.8
A Rare Piece Of Positive Oil Pipeline News For Canada,0.6
China Kickstarts A New Era In The Space Race,0.14285714285714285
Goldman Speculates On The Future Of OPEC,-0.3333333333333333
Russia Threatens U.S. Destroyer In Contested Waters,1
The U.S. Remains The World’s Most Attractive Renewables Market,0.5
Iraq Wants A 5 Year Prepayment For Oil,-0.2727272727272727
OPEC To Decide The Fate Of Oil Markets In 2021,-0.4
How Africa Became A Hotspot For Renewable Energy,0.45454545454545453
How Stimulus Packages Could Accelerate Electric Vehicle Adoption,0.38461538461538464
The COVID Vaccine Could Kill The Gold Rally,-0.14285714285714285
Renewables Are Gaining Ground In New York,0
Is This The Beginning Of The End For The Iran Nuclear Deal?,-0.07692307692307693
Qatar Energy Exports Crash By 39%,-0.35714285714285715
Libya's Oil Company Clashes With Central Bank Over Earnings,0.5
Major Metals Producer Pivots To Renewables,1
Houthis Rebels Attack Saudi Oil Facility,-0.42857142857142855
Renewed Lockdowns Threaten More Refinery Closures In Europe  ,-0.5294117647058824
The EV Revolution Is Threatening Long-Term Oil Demand Growth,-0.058823529411764705
China Looks To Buy Stake In A Major Iraqi Oilfield,-1
UAE Clarifies Stance On OPEC Membership,0.14285714285714285
Tesla Slammed In Consumer Reliability Report,0.07692307692307693
UK Renewable Giant Suffers Despite Green Energy Push,0.07692307692307693
The EV Boom Is Sending Battery Metals Into The Stratosphere,0.625
"Goldman Sets $2,300 Price Target For Gold In 2021",0.42105263157894735
China Buys Into Mexico’s Emerging Renewable Energy Sector,-0.09090909090909091
A Big Week For Venezuela’s Oil Industry,0.2
Total Bets Big On Libya’s Oil Industry,-0.12
Oil Search Ready To Restart Alaskan Crude Production,0
Oil Crash Continues To Claim Bankruptcy Victims In U.S. Shale Patch,0.2
OPEC+ Needs To Compensate 2.35 Million Bpd Oversupply,0.3333333333333333
Trump Administration Holds Its Last Offshore Oil Auction,-0.1111111111111111
Oil Majors Look To Bolster Security In Nigeria Amid Protests,0.17647058823529413
Indigenous Group Pours C$1B Into Keystone XL,0.16666666666666666
Oil Prices Under Pressure After API Reports Crude Inventory Build,0.047619047619047616
India Urges Oil Firms To Consider Foreign Partners To Boost Production,0.4
Exxon’s Deepest Guyana Oil Well Disappoints,0.7333333333333333
COVID-19 Takes Major Toll On Australian Oil & Gas Jobs,-0.1111111111111111
Equinor Sees COVID Accelerating Peak Oil Demand To 2027-2028,0.3333333333333333
Tesla Stock Soars After S&P 500 Addition,0.7333333333333333
OPEC+ Meeting Concludes With Support For Cut Extension,-0.23076923076923078
Sudan To Offer 27 Oil Concessions In Global Bidding Round,0
Oil & Gas Discoveries Resilient In 2020 Despite Pandemic,0.68
U.S. Natural Gas Stocks Close To Record-High At Refill Season End,0.06666666666666667
Michigan Order Enbridge To Shut Down Line 5,-0.2
Twitter Blocks Iran Oil Minister's Account,0.3333333333333333
OPEC+ Compliance With Cuts At 101% Ahead Of Crucial Meetings,-0.3
Libya’s Oil Production Exceeds 1.2 Million Bpd,0.23076923076923078
The Price Of Permian Acreage Has Slumped By 67% After Oil Price Crash,0
"PDVSA Chief Goes to Russia To ""Deepen Ties""",1
Enbridge Gets More Permits For Line 3,0.14285714285714285
Fuel Demand Slump Speeds Up Refinery Closures,-0.6190476190476191
Japan Could Restart Nuclear Reactor Damaged In 2011 Disaster,-0.3333333333333333
Energy Has Become Bargaining Chip In Brexit Talks,0.5
Australia-China Spat Threatens LNG Deal,0.2727272727272727
African Oil Producers Face Slump In Production,-0.23076923076923078
Record-Breaking Hurricane Season Took Major Toll On Gulf Of Mexico Production,-0.7272727272727273
Ghana Tells Eni To Merge Oil Field With Local Discovery,0.8
"Iran Claims Its Oil Exports Have Been At 700,000 Bpd Since March",-0.5
Lockdowns And More Lockdowns Threaten Oil Demand,0.17647058823529413
This Middle East Crude Is Becoming A Popular Benchmark For U.S. Oil Majors,-0.07692307692307693
Saudi Arabia And Iraq Agree To Intensify OPEC Cooperation,0.1111111111111111
Canada And Saudi Arabia Lead Fossil Fuels Funding In G20,0.1111111111111111
Oxy Becomes First U.S. Driller To Announce Net-Zero Plan,-0.2
Oil Prices Tick Up With Inventory Draws Across The Board,0.3
U.S. Energy Related CO2 Emissions Drop,0
Pirate Attacks On Oil Tankers Off West Africa Intensify,-0.25
IEA: Renewables To Grow 7% In 2020,0.7647058823529411
UAE Oil Major ADNOC Sees Oil Demand Reaching 105 Million Bpd Within Decade,-0.3333333333333333
Oman Looks To Raise $3 Billion Through Its Largest Oil Block,0.25
India Invites Foreign Firms To Invest In Its Strategic Petroleum Reserves,0.7142857142857143
Japan Bets Big On Hydrogen For Zero-Emission Future,0.5
Libya’s Oil Output Hits 1 Million Bpd,0.14285714285714285
UK Warning Highlights Energy Storage Importance To Renewables,0.07692307692307693
Coal Consumption In U.S. Electricity Sector Plunges 30%,-0.6666666666666666
Alberta Strikes Methane Emissions Deal With Federal Government,0
"Colorado Takes Aim At Oil, Gas Well Flaring",-0.5
Trump Replaces FERC Chairman In Surprise Move,-0.2
From Billions To Millions: Canada's Offshore Oil Disappointment,-0.2727272727272727
India Wants OPEC To Fix Asian Oil Pricing Anomaly,0.5
Turkey Expands Gas Drilling In The Black Sea,0.6923076923076923
Tesla To Build Even Bigger Battery In Australia,0.14285714285714285
Apache To Drill New Well Offshore Suriname,0.8181818181818182
Election 2020: Climate Change Won’t Be Part Of Texas Oil Regulator’s Agenda,-0.14285714285714285
Stocks Of Major Wind Turbine Makers Slump Amid Election Uncertainty,0.5
U.S. Energy Exports To Mexico Near Record-High Levels,0.7142857142857143
Model 3 Production Brought Tesla To Brink Of Bankruptcy,0.14285714285714285
The Philippines Could Start Oil Drilling In South China Sea Without China,-0.1111111111111111
Saudi Gas Production Jumps To Record,1
Oil Prices Soar On Major Crude Draw,0.047619047619047616
Drop In Saudi Oil Exports Keeps OPEC+ Shipments Flat In October,-0.09090909090909091
"China Looks To Boost Oil Exploration, Expand Oil & Gas Storage",0.6842105263157895
Iraq Boosted Oil Exports In October Despite OPEC+ Quota,0.2631578947368421
Qatar Bases Budget On $40 Oil To Withstand Volatility,-0.1
Aramco's Q3 Profit Slumps 45%,-0.4666666666666667
Norwegians Got Paid To Use Electricity As Prices Fall Below Zero,-0.5384615384615384
Russia Discusses Three-Month Extension Of OPEC+ Oil Production Cuts,-0.30434782608695654
Oman Becomes First Gulf Country To Introduce Personal Income Tax,-0.23809523809523808
Russia’s Energy Minister Discusses OPEC+ Deal With Local Oil Firms,-0.23809523809523808
Canadian Oil Companies Raise Production,-0.14285714285714285
Kurdistan Halts All Oil Exports After Attack,-0.6923076923076923
Western Europe’s Biggest Oilfield Set To Increase Production,-0.2631578947368421
Exxon Flags Possible $30B Writedown After Third Straight Loss,0
Traders Look To Store Diesel At Sea As Second Wave Hits Demand,-0.047619047619047616
U.S. Sells Seized Iranian Oil,0.5
Are Stock Markets About To Crash Again?,-0.15384615384615385
New Mexico Oil Auction Rakes In $3 Million,-0.09090909090909091
"Exxon To Cut 1,900 Jobs In The U.S.",-0.4117647058823529
NASA's New Discovery Could Spark A Moon Mining Frenzy,0
Tesla’s German Gigafactory Could Be Ready To Deliver Ahead Of Schedule,0.6363636363636364
Exxon Fails To Raise Dividend For The First Time In 38 Years,0.058823529411764705
Venezuela Refinery Explodes,-0.2
"Shell Surprises With Strong Profit, Dividend Hike",0.17647058823529413
Weak Oil Demand Set To Keep Crude Tanker Rates Low,0.3
Russia’s Crude Oil Exports Drop 8% In January-August,-0.8947368421052632
China Launches Construction Of Huge $20 Billion Refinery Complex,0
Washington Greenlights Conoco Oil Project In Alaska,0.09090909090909091
Tesla Launches UK Energy Plan With Low Power Rates,0.7142857142857143
Why U.S. Residential Heating Oil Prices Slumped By 28% This Season,0
Oil Prices Plunge 5% As Demand Fears Intensify  ,-0.1875
Oil Rally Stalls On Larger Than Expected Crude Inventory Build,0
Oil Prices Rise As Another Storm Rocks U.S. Gulf Coast,-0.5384615384615384
BP Beats Forecasts To Return To Small Profit In Q3,-0.29411764705882354
Washington Slaps More Sanctions On Iranian Oil Sector,0.2
Mexican Energy Minister: Pemex Is Open To Working With Foreign Oil Companies,0
Venezuela’s Oil Stocks On The Rise As Exports Fall,0.3333333333333333
How Will Clean Energy And EVs Fare Under The Next U.S. President?,0.25925925925925924
OPEC Chief Sees Still Anemic Oil Demand Recovery,-0.15151515151515152
Brazil Becomes One Of China’s Top Oil Suppliers,0.8333333333333334
UK Armed Forces Storm Oil Tanker After Suspected Hijacking,0.3333333333333333
Cenovus Buys Husky To Create New Canadian Oil Giant,-0.3333333333333333
More Libyan Oil Set To Return To Market As Factions Sign Ceasefire,0.42857142857142855
Argentina To Subsidize Shale Gas Production With $5.1 Billion,0.2
France Delays U.S. LNG Deal On Environmental Concerns,-0.2727272727272727
"Oil Blockades Cost Libya $130 Billion, Finance Minister Says",0.3333333333333333
Nigerian Protests Haven’t Disrupted Oil Industry Yet,-0.09090909090909091
Iranian Tankers Hide In Iraqi Waters To Ship Oil Abroad,0
OPEC+ Production Cuts Could Be Extended: Putin,-0.14285714285714285
Canada’s Oil Prices To Rise As Mexican Heavy Crude Supply Falls,-0.42857142857142855
Iraq’s Kurdistan Region Says It Is Committed To OPEC+ Cuts,-0.5789473684210527
Chinese Energy Giant CNOOC Reports Major Drop In Revenue,0.12
Exxon Expected To Announce North America Redundancies Soon,-0.23076923076923078
Western Canada Oil Production Rebounds As U.S. Oil Stagnates,-0.125
"NASA, Energy Department Boost Cooperation In Space Projects",1
Will Q3 Earnings End Tesla Shares’ Longest Losing Streak Since March?,0
Brazil’s Oil Giant Petrobras Raises Production Forecast,0.6666666666666666
Suncor May Sell Stake In North Sea Oilfields,0.38461538461538464
China’s Pollution Effort Falls Short Of Expectations,0.4666666666666667
U.S. Broadens Sanctions On Russia-Led Nord Stream 2 Pipeline,-0.2727272727272727
Surprise Crude Build Sends WTI Prices Down,0.2
Iraq Sees Oil Prices Recovering In Q2 2021,-0.125
Russian Lukoil Looks To Boost Its Oil Production In Iraq,-0.42857142857142855
Nigeria Repays Dues To Oil Majors,-0.3333333333333333
Oil Price Crash Crushes New Mexico’s Budget,0.25
Poland Strikes $18 Billion Nuclear Power Deal With U.S.,-0.14285714285714285
Alberta Gives Oil Industry Much-Needed Tax Break,-0.2
OPEC Meeting Ends Without Firm Decision On Output Cuts,0.07692307692307693
ConocoPhillips Becomes First Major U.S. Oil Firm To Pledge Emission Cuts,-0.16666666666666666
Iran Boots Out India From Huge Gas Field Development,0
Japan Set To Release Radioactive Fukushima Water Into The Sea,-0.5
Judge Rules In Favor Of PDVSA In Citgo Bond Dispute,-0.3333333333333333
Schlumberger Books Third Loss This Year As Oil Crisis Bites,-0.7894736842105263
Dakota Access Oil Pipeline Clears Hurdle To Doubling Capacity,0.07692307692307693
Argentina Looks To Attract $5B Investment To Boost Shale Gas Production,-0.058823529411764705
Canada Government Invests In Mini Nuclear Reactors,-0.5555555555555556
"Libya’s Oil Production Jumps To 500,000 Bpd After Biggest Field Restarts",0.45454545454545453
South Sudan Oil Output Drops,0.05263157894736842
Alberta To Restart Oil Lease Sales Despite Crisis,-0.6
Philippines Lifts Ban On Oil Exploration In South China Sea,-0.2
Nigerian State Oil Firm Says It Slashed Losses In Rare Financial Release,-0.16666666666666666
OPEC Chief Assures Markets That Oil Prices Won’t Crash Again,0
Russian Oil Companies Plan Significant Drilling Cuts For 2021,-0.30434782608695654
Bigger Than Expected Crude Inventory Draw Boosts Oil Prices,0.38461538461538464
EU May Set Binding Standards For Methane Emissions,-0.6
China’s New Refineries Are Embarking On A Crude Buying Spree,0.23809523809523808
"Norway’s Serious Oil, Gas Incidents Surge During Pandemic",-0.3333333333333333
"Turkey Resumes Oil, Gas Survey In Eastern Mediterranean",-0.3333333333333333
Indian Fuel Demand Bounces Back Ahead Of Festive Season,0.30434782608695654
U.S. Shale Production Set To Drop Next Month,-0.38461538461538464
Saudi Aramco Discusses $10 Billion Pipeline Sale,-0.2727272727272727
Iraq Discusses Gas Investment At Its Largest Oilfield With BP,0.5555555555555556
UAE Says OPEC+ Set To Ease Oil Production Cuts As Planned,-0.2413793103448276
Iraq Proposes New Jointly Managed Oil Company For Kurdistan,-0.3333333333333333
Investment Funds Representing $20 Trillion In Assets Urge Carbon Cuts,-0.8181818181818182
China Books 12.7% Rise In Oil Imports Jan-Sept,0.15789473684210525
Oil Prices Sink Ahead Of Industry Reports,-0.7647058823529411
Electric Vehicle Market Hits New Milestone,0.29411764705882354
India’s Diesel Demand Struggles To Recover,0.2
Gazprom Expects Gas Glut In Europe Will Continue In 2021,-0.047619047619047616
EU Targets Emission Savings From Buildings,0.07692307692307693
OPEC’s No.2 Expects Another Weak Quarter Of Oil Prices,0.06666666666666667
Turkey’s Black Sea Gas Discovery May Be Bigger Than Thought,0.2857142857142857
Norway’s Oil Strike Could End As Soon As Friday,-0.5384615384615384
Air Travel Collapse Makes Oil Hedges More Expensive,-0.5
Pemex Issues $1.5-Bln Bond To Refinance Massive Debt,-0.4
More Than 90% Of Gulf Of Mexico Oil Production Shut In As Hurricane Approaches,-0.4782608695652174
Norway’s Oil & Gas Strikes Could Take 25% Of Production Offline,-0.6
Venezuela Restarts Crude Blending Operations As Upgraders Return Online,-0.25
Church Of England Dumps All ExxonMobil Stock,-0.3333333333333333
Libya’s Central Banks Wants To Lift Oil Output To 1.7 Million Bpd,0.4
Shell Shuts All 9 Of Its Gulf Of Mexico Oil Platforms Ahead Of Hurricane,-0.4166666666666667
"Green Hydrogen Projects Are Surging, But Are They Feasible?",0.30434782608695654
Chevron Is Making Workers Reapply For Jobs,-0.15789473684210525
Oil Rig Evacuations Continue Ahead Of Hurricane Delta,-0.2727272727272727
BP Forced To Boost Security In Azerbaijan As Conflict Escalates,-0.2
The U.S. Fell Short In Providing Effective Oil And Gas Relief,-0.5
Big Oil Still Isn’t On Course To Hit Global Climate Goals,0.07692307692307693
The U.S. Moves To Ease Dependence On Foreign Rare Earths,-0.4782608695652174
Nigeria Looks To Ramp Up Its Oil Refining Capacity,1
Premier Oil Set To Merge With North Sea Rival,0.45454545454545453
Britain Blocks The Approval Of A Major Coal Mine,-0.14285714285714285
Poland Fines Gazprom $7.6 Billion Over Nord Stream 2,0.3333333333333333
China To Add 1.4 Million Bpd In Unneeded Refining Capacity,0.1111111111111111
Oil Prices Sink On Larger than Expected Crude Build,0.4666666666666667
Oil Prices And The Pandemic Will Force Gulf Banks To Merge,-0.28
Pipeline Operators Lure Texas Shale Producers With Discounts,-0.14285714285714285
UK Looks To Power Every Home With Offshore Wind Energy By 2030,0.3333333333333333
"ExxonMobil To Cut 1,600 Jobs In Europe",-0.14285714285714285
The Renewable Major That (Briefly) Became More Valuable Than Exxon,0.25
"U.S. Upstream Oil Mergers Still Slow Despite Chevron, Devon Deals",0.16666666666666666
Short Selling In Oil Returns,0.05263157894736842
U.S. Takes Stake In Battery Metals Miner To Counter Chinese Control,0
"Turkey Looks To Expand Oil, Gas Drilling In Black Sea",-0.2727272727272727
Oil Exploration In Norway Slumps By A Third,-0.3333333333333333
Tesla To Consider Investing In Major Nickel Producer,0.6363636363636364
Iraq Boosts Oil Exports Despite OPEC+ Pledges,-0.29411764705882354
Oil Industry Begins Ad Campaign In Swing States,0.5
Hurricane Laura Shut In Largest Oil Production Volume Since 2008,-0.5833333333333334
Vietnam Approves Exxon’s $5-Billion LNG-To-Power Project,0.7142857142857143
Russian Oil Production Tops OPEC+ Quota In September,0.058823529411764705
Total Bets Its Future On Renewables And LNG,0.4117647058823529
Yet Another Shale Producer Files For Bankruptcy,-0.3333333333333333
Nord Stream 2 Nears Completion After Clearing Another Hurdle,0
Texas Taxpayers Face $117 Billion Bill For Orphaned Oil Wells,0.4
U.S. Firm Looks To Gain Ground In India’s Energy Storage Market,0.7333333333333333
The Harsh Reality Of A Low Carbon Future,0.2
Exxon Set For Another Loss In Q3,0.09090909090909091
Venezuela Restarts Gasoline Production At Two Refineries,-0.5555555555555556
U.S. Pipeline Operators Offer Special Deals To Oil Producers,-0.38461538461538464
Saudi Arabia’s Economy Hit Hard By The Oil Price Crash,-0.5
Key Indicator Shows Signs Of Oil Market Recovery,0.45454545454545453
UK Company Buys American Energy Supplier,0.75
"Debt, Zombies, And Geopolitics: China’s Belt And Road Initiative During COVID",0.1891891891891892
Venezuela Sees Oil Revenue Fall By 99% As U.S. Sanctions Sting,-0.6842105263157895
Scottish Oil Explorer Books $324 Million In First-Half Losses,0.14285714285714285
"Libya Oil Production Hits 300,000 Bpd As Another Oilfield Comes Online",0.3333333333333333
Largest Indian Refiner Switches From Venezuelan To Canadian Crude,-0.2727272727272727
